code,name
3692,ＦＦＲＩ
3693,イー・カムトゥルー
3694,オプティム
3695,ＧＭＯリサーチ
3696,セレス
3697,ＳＨＩＦＴ
3698,ＣＲＩ・ミドルウェア
3710,ジョルダン
3711,創通
3712,情報企画
3713,ネットマークス
3715,ドワンゴ
3716,アーティストハウスホールディングス
3719,ジェクシード
3720,マッグガーデン
3722,日本ベリサイン
3723,日本ファルコム
3724,ベリサーブ
3725,バンダイネットワークス
3727,アプリックス
3730,マクロミル
3731,京王ズホールディングス
3732,イーウェーヴ
3733,ソフトウェア・サービス
3734,インテア・ホールディングス
3735,日立システムアンドサービス
3736,コネクトテクノロジーズ
3738,ティーガイア
3739,コムシード
3740,フレームワークス
3741,セック
3742,ＩＴｂｏｏｋ
3744,サイオステクノロジー
3745,サミーネットワークス
3746,メディアエクスチェンジ
3747,インタートレード
3749,ＳＢＩベリトランス
3750,セブンシーズホールディングス
3751,日本アジアグループ
3752,ワイズマン
3753,フライトホールディングス
3754,エキサイト
3755,ゴンゾ
3756,豆蔵ホールディングス
3758,アエリア
3760,ケイブ
3762,テクマトリックス
3763,プロシップ
3764,アッカ・ネットワークス
3765,ガンホー・オンライン・エンターテイメント
3766,システムズ・デザイン
3767,ネクステック
3768,リスクモンスター
3769,ＧＭＯペイメントゲートウェイ
3770,ザッパラス
3771,システムリサーチ
3772,ウェルス・マネジメント
3773,アドバンスト・メディア
3774,インターネットイニシアティブ
3775,ガイアックス
3776,ブロードバンドタワー
3777,ジオネクスト
3778,さくらインターネット
3779,ジェイ・エスコムホールディングス
3780,メビックス
3781,ＤＰＧホールディングス
3782,ディー・ディー・エス
3783,ナノ・メディア
3784,ヴィンクス
3785,エイティング
3786,テレビ東京ブロードバンド
3787,テクノマセマティカル
3788,ＧＭＯクラウド
3789,ソネットエンタテインメント
3790,日本オフィス・システム
3791,ＩＧポート
3792,ゲームポット
3793,ドリコム
3817,ＳＲＡホールディングス
3818,バンクテック・ジャパン
3819,インテックホールディングス
3820,ＪＢＩＳホールディングス
3821,フラクタリスト
3822,Ｍｉｎｏｒｉソリューションズ
3823,アクロディア
3824,メディアファイブ
3825,リミックスポイント
3826,システムインテグレータ
3827,ジャパンインベスト・グループ・ピー・エル・シー
3828,ニフティ
3829,セルシス
3830,ギガプライズ
3831,パイプドビッツ
3832,Ｔ＆Ｃメディカルサイエンス
3834,朝日ネット
3835,ｅＢＡＳＥ
3836,アバント
3837,アドソル日進
3838,ＡＱインタラクティブ
3839,ＯＤＫソリューションズ
3840,パス
3841,ジーダット
3842,ネクストジェン
3843,フリービット
3844,コムチュア
3845,アイフリークモバイル
3846,エイチアイ
3847,パシフィックシステム
3848,データ・アプリケーション
3849,日本テクノ・ラボ
3850,エヌ・ティ・ティ・データ・イントラマート
3851,日本一ソフトウェア
3852,サイバーコム
3853,インフォテリア
3854,アイル
3857,ラック
3858,ユビキタス
3859,シナジーマーケティング
3900,クラウドワークス
3901,マークラインズ
3902,メディカル・データ・ビジョン
3903,ｇｕｍｉ
3904,カヤック
3905,データセクション
3906,ＡＬＢＥＲＴ
3907,シリコンスタジオ
3908,コラボス
3909,ショーケース・ティービー
3910,エムケイシステム
3911,Ａｉｍｉｎｇ
3912,モバイルファクトリー
3913,ｓＭｅｄｉｏ
3914,ＪＩＧ－ＳＡＷ
3915,テラスカイ
3916,デジタル・インフォメーション・テクノロジー
3917,アイリッジ
3918,ＰＣＩホールディングス
3919,パイプドＨＤ
3920,アイビーシー
3921,ネオジャパン
3922,ＰＲ　ＴＩＭＥＳ
3923,ラクス
3924,ランドコンピュータ
3925,ダブルスタンダード
3926,オープンドア
3927,アークン
3928,マイネット
3929,ソーシャルワイヤー
3930,はてな
3931,バリューゴルフ
3932,アカツキ
3933,チエル
3934,ベネフィットジャパン
3935,エディア
3936,グローバルウェイ
3937,ＡＷＳホールディングス
3938,ＬＩＮＥ
3939,カナミックネットワーク
3940,ノムラシステムコーポレーション
3960,バリューデザイン
3961,シルバーエッグ・テクノロジー
3962,チェンジ
3963,シンクロ・フード
3964,オークネット
3965,キャピタル・アセット・プランニング
3966,ユーザベース
3967,エルテス
3968,セグエグループ
3969,エイトレッド
3970,イノベーション
3974,ティビィシィ・スキヤツト
3975,ＡＯＩ　ＴＹＯ　Ｈｏｌｄｉｎｇｓ
3976,シャノン
3977,フュージョン
3978,マクロミル
3979,うるる
3981,ビーグリー
3983,オロ
3984,ユーザーローカル
3985,テモナ
3986,ビーブレイクシステムズ
3987,エコモット
3988,ＳＹＳホールディングス
4283,パナソニック　インフォメーションシステムズ
4284,ソルクシーズ
4287,ジャストプランニング
4288,アズジェント
4289,ビジネストラスト
4291,ＪＩＥＣ
4295,フェイス
4296,ゼンテック・テクノロジー・ジャパン
4298,プロトコーポレーション
4299,ハイマックス
4300,ジグノシステムジャパン
4302,オープンインタフェース
4304,Ｅストアー
4305,アイ・エム・ジェイ
4307,野村総合研究所
4308,Ｊストリーム
4311,ディースリー
4312,サイバネットシステム
4316,ビーマップ
4320,ＣＥホールディングス
4322,イーシステム
4323,日本システム技術
4325,バンダイビジュアル
4326,インテージホールディングス
4329,ワークスアプリケーションズ
4330,セラーテムテクノロジー
4333,東邦システムサイエンス
4334,ユークス
4335,アイ・ピー・エス
4339,スターキャット・ケーブルネットワーク
4340,シンプレクス・ホールディングス
4344,ソースネクスト
4348,インフォコム
4349,テスク
4352,日本産業ホールディングズ
4356,応用技術
4358,ティー・ワイ・オー
4359,ラック
4640,アンドール
4644,イマジニア
4662,フォーカスシステムズ
4663,日本アジアグループ
4667,アイサンテクノロジー
4674,クレスコ
4676,フジ・メディア・ホールディングス
4684,オービック
4685,菱友システムズ
4686,ジャストシステム
4687,ＴＤＣソフトウェアエンジニアリング
4689,ヤフー
4692,アルゴ２１
4700,アクセス
4704,トレンドマイクロ
4709,インフォメーション・ディベロプメント
4716,日本オラクル
4719,アルファシステムズ
4722,フューチャー
4725,ＣＡＣ　Ｈｏｌｄｉｎｇｓ
4726,ソフトバンク・テクノロジー
4727,アジアパシフィックシステム総研
4728,トーセ
4733,オービックビジネスコンサルタント
4734,ビーイング
4736,日本ラッド
4738,日立ビジネスソリューション
4739,伊藤忠テクノソリューションズ
4741,インターネット総合研究所
4743,アイティフォー
4746,東計電算
4748,構造計画研究所
4752,昭和システムエンジニアリング
4761,さくらケーシーエス
4762,エックスネット
4764,ＳＡＭＵＲＡＩ＆Ｊ　ＰＡＲＴＮＥＲＳ
4768,大塚商会
4769,インフォメーションクリエーティブ
4770,図研エルミック
4772,デジタルアドベンチャー
4773,エー・アンド・アイ　システム
4776,サイボウズ
4777,ガーラ
4779,ソフトブレーン
4783,日本コンピュータ・ダイナミクス
4787,日本コンピュータグラフィック
4789,エス・イー・ラボ
4793,富士通ビー・エス・シー
4799,アグレックス
4800,オリコン
4812,ＩＳＩＤ
4813,ＡＣＣＥＳＳ
4814,ネクストウェア
4816,東映アニメーション
4817,ジュピターテレコム
4819,デジタルガレージ
4820,イーエムシステムズ
4822,ハドソン
4823,サイバードホールディングス
4824,メディアシーク
4825,ウェザーニューズ
4826,ＣＩＪ
4828,東洋ビジネスエンジニアリング
4829,日本エンタープライズ
4830,サンライズ・テクノロジー
4832,ＪＦＥシステムズ
4835,インデックス
4838,スペースシャワーネットワーク
4839,ＷＯＷＯＷ
4842,ＵＳＥＮ
4845,スカラ
4847,インテリジェント　ウェイブ
6791,日本コロムビア
6830,ＹＯＺＡＮ
6879,イマジカ・ロボット　ホールディングス
6888,アクモス
6942,ソフィアホールディングス
6944,アイレックス
7518,ネットワンシステムズ
7527,システムソフト
7595,アルゴグラフィックス
7843,幻冬舎
7844,マーベラス
7849,スターツ出版
7860,エイベックス・グループ・ホールディングス
8056,日本ユニシス
8092,富士通ビジネスシステム
8096,兼松エレクトロニクス
9360,鈴与シンワート
9399,新華ホールディングス・リミテッド
9401,東京放送ホールディングス
9402,中部日本放送
9404,日本テレビホールディングス
9405,朝日放送
9407,ＲＫＢ毎日ホールディングス
9408,新潟放送
9409,テレビ朝日ホールディングス
9411,テレビ東京
9412,スカパーＪＳＡＴホールディングス
9413,テレビ東京ホールディングス
9414,日本ＢＳ放送
9416,ビジョン
9417,スマートバリュー
9418,Ｕ－ＮＥＸＴ
9419,ワイヤレスゲート
9421,エヌジェイホールディングス
9422,コネクシオ
9423,フォーバル・リアルストレート
9424,日本通信
9425,日本テレホン
9427,イー・アクセス
9428,クロップス
9430,ＭＸモバイリング
9432,日本電信電話
9433,ＫＤＤＩ
9435,光通信
9436,沖縄セルラー電話
9437,ＮＴＴドコモ
9438,エムティーアイ
9441,ベルパーク
9444,トーシン
9445,フォーバルテレコム
9446,エスケーアイ
9447,丸紅テレコム
9448,インボイス
9449,ＧＭＯインターネット
9466,アイドママーケティングコミュニケーション
9467,アルファポリス
9468,カドカワ
9470,学研ホールディングス
9471,文溪堂
9474,ゼンリン
9475,昭文社
9476,中央経済社ホールディングス
9477,ＫＡＤＯＫＡＷＡ
9478,ＳＥホールディングス・アンド・インキュベーションズ
9479,インプレスホールディングス
9481,テレフォニカ・エセ・アー
9496,ドイツテレコム・アーゲー
9600,アイネット
9601,松竹
9602,東宝
9604,国際放映
9605,東映
9607,ＡＯＩ　Ｐｒｏ．
9613,ＮＴＴデータ
9623,キヤノンソフトウェア
9629,ピー・シー・エー
9638,情報技術開発
9640,セゾン情報システムズ
9650,テクモ
9651,日本プロセス
9654,光栄
9657,コムテック
9658,ビジネスブレイン太田昭和
9682,ＤＴＳ
9684,スクウェア・エニックス・ホールディングス
9685,ＫＹＣＯＭホールディングス
9687,ＫＳＫ
9691,両毛システムズ
9692,シーイーシー
9694,日立ソフトウェアエンジニアリング
9697,カプコン
9698,クレオ
9702,アイ・エス・ビー
9709,ＮＣＳ＆Ａ
9711,日本コンピュータシステム
9712,トランスデジタル
9717,ジャステック
9719,ＳＣＳＫ
9737,ＣＳＫ
9739,日本システムウエア
9741,日立情報システムズ
9742,アイネス
9746,ＴＫＣ
9748,エヌジェーケー
9749,富士ソフト
